Full date (TH),% change,A1,A2,A3,A4,A5,A6,A7,A8,A9,A0,B1,B2,B3,B4,B5,B6,B7,B8,B9,B0,Label
8/1/1979,-1.64%,Jul,Oct,Jun,Jun,Jul,Jul,Aug,Aug,Mar,Oct,Nov,Feb,Oct,Jun,Feb,Aug,Aug,Aug,Jan,Feb,-1
8/2/1979,-2.14%,Jul,Oct,Jun,Jun,Jul,Jul,Aug,Aug,Mar,Oct,Nov,Jun,Oct,Jun,Feb,Aug,Aug,Aug,Jan,Feb,-1
8/3/1979,0.48%,Jul,Nov,Jun,Jun,Jul,Jul,Aug,Aug,Mar,Oct,Nov,Sep,Oct,Jun,Feb,Sep,Aug,Aug,Jan,Feb,0
8/4/1979,-1.72%,Jul,Nov,Jun,Jul,Jul,Jul,Aug,Aug,Mar,Oct,Dec,Jan,Oct,Jul,Feb,Sep,Aug,Aug,Dec,Feb,-1
8/7/1979,-1.33%,Jul,Jan,Jun,Jul,Jul,Jul,Aug,Aug,Mar,Oct,Dec,Feb,Nov,Aug,Feb,Oct,Sep,Aug,Dec,Feb,-1
8/8/1979,0.85%,Jul,Jan,Jun,Jul,Jul,Jul,Aug,Aug,Mar,Oct,Jan,Jun,Nov,Aug,Feb,Nov,Sep,Aug,Dec,Feb,0
8/9/1979,1.37%,Jul,Feb,Jun,Jul,Jul,Jul,Aug,Aug,Mar,Oct,Jan,Oct,Nov,Aug,Feb,Nov,Sep,Aug,Dec,Feb,1
8/10/1979,2.80%,Jul,Feb,Jun,Jul,Jul,Jul,Aug,Aug,Mar,Oct,Jan,Feb,Dec,Sep,Mar,Nov,Sep,Aug,Nov,Feb,1
8/11/1979,2.24%,Jul,Mar,Jun,Jul,Jul,Jul,Aug,Aug,Mar,Oct,Feb,Jul,Dec,Sep,Mar,Dec,Sep,Aug,Nov,Feb,1
8/14/1979,-1.65%,Jul,Apr,Jun,Jul,Jul,Jul,Aug,Aug,Mar,Oct,Feb,Jul,Dec,Oct,Mar,Jan,Sep,Aug,Nov,Feb,-1
8/15/1979,-2.26%,Jul,Apr,Jun,Jul,Jul,Jul,Aug,Aug,Mar,Oct,Mar,Dec,Jan,Oct,Mar,Jan,Sep,Aug,Nov,Feb,-1
8/16/1979,3.37%,Jul,May,Jun,Jul,Jul,Jul,Aug,Aug,Mar,Oct,Mar,Apr,Jan,Nov,Mar,Feb,Sep,Aug,Nov,Feb,1
8/17/1979,-1.33%,Jul,May,Jun,Jul,Jul,Jul,Aug,Aug,Mar,Oct,Mar,Aug,Jan,Nov,Mar,Feb,Sep,Aug,Oct,Mar,-1
8/18/1979,0.91%,Aug,Jun,Jun,Jul,Jul,Jul,Aug,Aug,Mar,Oct,Apr,Dec,Jan,Dec,Mar,Feb,Sep,Aug,Oct,Mar,0
8/21/1979,-0.60%,Aug,Jul,Jun,Jul,Jul,Jul,Aug,Aug,Mar,Oct,Apr,Nov,Feb,Jan,Mar,Mar,Sep,Aug,Oct,Mar,0
8/22/1979,0.59%,Aug,Jul,Jun,Jul,Jul,Aug,Aug,Aug,Mar,Oct,May,Mar,Feb,Feb,Mar,Apr,Sep,Aug,Oct,Mar,0
8/23/1979,3.49%,Aug,Aug,Jun,Jul,Jul,Aug,Aug,Aug,Mar,Oct,May,Jun,Feb,Feb,Mar,Apr,Sep,Aug,Sep,Mar,1
8/24/1979,-0.31%,Aug,Aug,Jun,Jul,Jul,Aug,Aug,Aug,Mar,Oct,May,Oct,Feb,Mar,Mar,May,Sep,Aug,Sep,Mar,0
8/25/1979,1.52%,Aug,Sep,Jun,Jul,Aug,Aug,Aug,Aug,Mar,Oct,Jun,Feb,Mar,Mar,Apr,May,Sep,Aug,Sep,Mar,1
8/28/1979,0.00%,Aug,Oct,Jun,Aug,Aug,Aug,Aug,Aug,Mar,Oct,Jun,Jan,Mar,May,Apr,Jun,Sep,Aug,Sep,Mar,0
8/29/1979,0.64%,Aug,Oct,Jun,Aug,Aug,Aug,Aug,Aug,Mar,Oct,Jul,Apr,Mar,May,Apr,Jun,Sep,Aug,Aug,Mar,0
8/30/1979,-0.49%,Aug,Nov,Jun,Aug,Aug,Aug,Aug,Aug,Mar,Oct,Jul,Aug,Apr,Jun,Apr,Jul,Sep,Aug,Aug,Mar,0
8/31/1979,1.25%,Aug,Nov,Jun,Aug,Aug,Aug,Aug,Aug,Mar,Oct,Jul,Dec,Apr,Jun,Apr,Jul,Sep,Aug,Aug,Mar,1
9/1/1979,-1.27%,Aug,Dec,Jun,Aug,Aug,Aug,Aug,Aug,Mar,Oct,Aug,Apr,Apr,Jul,Apr,Aug,Oct,Aug,Aug,Mar,-1
9/4/1979,2.48%,Aug,Jan,Jun,Aug,Aug,Aug,Aug,Aug,Mar,Oct,Sep,Apr,May,Aug,Apr,Sep,Oct,Aug,Aug,Mar,1
9/5/1979,0.65%,Aug,Jan,Jun,Aug,Aug,Aug,Aug,Aug,Mar,Oct,Sep,Sep,May,Sep,Apr,Sep,Oct,Aug,Jul,Mar,0
9/6/1979,1.23%,Aug,Feb,Jun,Aug,Aug,Aug,Aug,Aug,Mar,Oct,Sep,Jan,May,Sep,Apr,Sep,Oct,Aug,Jul,Mar,1
9/7/1979,1.98%,Aug,Feb,Jun,Aug,Aug,Aug,Aug,Aug,Mar,Oct,Sep,May,May,Oct,Apr,Oct,Oct,Aug,Jul,Mar,1
9/8/1979,-1.89%,Aug,Mar,Jun,Aug,Aug,Aug,Aug,Aug,Mar,Oct,Oct,Oct,May,Oct,Apr,Oct,Oct,Aug,Jul,Mar,-1
9/11/1979,2.17%,Aug,Apr,Jun,Aug,Aug,Aug,Aug,Aug,Feb,Oct,Nov,Oct,Jun,Dec,May,Nov,Oct,Aug,Jun,Mar,1
9/12/1979,0.95%,Aug,May,Jun,Sep,Aug,Aug,Aug,Aug,Feb,Oct,Nov,Feb,Jun,Jan,May,Dec,Oct,Aug,Jun,Mar,0
9/13/1979,-0.71%,Aug,May,Jun,Sep,Aug,Aug,Aug,Aug,Feb,Oct,Nov,Jun,Jun,Jan,May,Dec,Oct,Aug,Jun,Mar,0
9/14/1979,-1.23%,Aug,Jun,Jul,Sep,Aug,Aug,Aug,Aug,Feb,Oct,Nov,Oct,Jul,Feb,May,Dec,Oct,Aug,Jun,Mar,-1
9/15/1979,3.86%,Aug,Jun,Jul,Sep,Aug,Sep,Aug,Aug,Feb,Oct,Dec,Feb,Jul,Feb,May,Jan,Oct,Aug,Jun,Mar,1
9/18/1979,1.72%,Sep,Jul,Jul,Sep,Aug,Sep,Aug,Aug,Feb,Oct,Jan,Feb,Jul,Apr,May,Feb,Oct,Jul,May,Mar,1
9/19/1979,6.82%,Sep,Aug,Jul,Sep,Aug,Sep,Aug,Aug,Feb,Oct,Jan,May,Jul,Apr,May,Feb,Oct,Jul,May,Mar,1
9/20/1979,-1.80%,Sep,Aug,Jul,Sep,Aug,Sep,Aug,Aug,Feb,Oct,Jan,Sep,Aug,May,May,Mar,Oct,Jul,May,Mar,-1
9/21/1979,2.98%,Sep,Sep,Jul,Sep,Aug,Sep,Aug,Aug,Feb,Oct,Jan,Apr,Aug,Jun,May,Mar,Oct,Jul,May,Mar,1
9/22/1979,-2.89%,Sep,Sep,Jul,Sep,Aug,Sep,Aug,Aug,Feb,Oct,Feb,Apr,Aug,Jun,May,Mar,Oct,Jul,May,Mar,-1
9/25/1979,3.09%,Sep,Oct,Jul,Sep,Aug,Sep,Aug,Aug,Feb,Oct,Mar,Mar,Aug,Aug,Jun,Apr,Oct,Jul,Apr,Mar,1
9/26/1979,-0.97%,Sep,Nov,Jul,Sep,Aug,Sep,Aug,Aug,Feb,Oct,Mar,Jul,Sep,Aug,Jun,May,Nov,Jul,Apr,Mar,0
9/27/1979,-0.78%,Sep,Nov,Jul,Sep,Aug,Sep,Aug,Aug,Feb,Oct,Mar,Nov,Sep,Sep,Jun,May,Nov,Jul,Apr,Mar,0
9/28/1979,5.82%,Sep,Nov,Jul,Sep,Aug,Sep,Aug,Aug,Feb,Oct,Apr,Mar,Sep,Sep,Jun,Jun,Nov,Jul,Apr,Mar,1
9/29/1979,0.44%,Sep,Dec,Jul,Oct,Aug,Sep,Aug,Aug,Feb,Oct,Apr,Jul,Sep,Oct,Jun,Jun,Nov,Jul,Apr,Mar,0
10/2/1979,4.41%,Sep,Jan,Jul,Oct,Aug,Sep,Aug,Aug,Feb,Oct,May,Jul,Oct,Nov,Jun,Jul,Nov,Jul,Mar,Mar,1
10/3/1979,2.71%,Sep,Feb,Jul,Oct,Aug,Sep,Aug,Aug,Feb,Oct,May,Dec,Oct,Dec,Jun,Jul,Nov,Jul,Mar,Mar,1
10/4/1979,-5.63%,Sep,Feb,Jul,Oct,Aug,Sep,Aug,Aug,Feb,Oct,May,Apr,Oct,Dec,Jun,Aug,Nov,Jul,Mar,Mar,-1
10/5/1979,-4.48%,Sep,Mar,Jul,Oct,Aug,Sep,Aug,Aug,Feb,Oct,Jun,Aug,Oct,Dec,Jun,Aug,Nov,Jul,Mar,Mar,-1
10/6/1979,0.26%,Sep,Mar,Jul,Oct,Aug,Sep,Aug,Aug,Feb,Oct,Jun,Dec,Oct,Jan,Jun,Sep,Nov,Jul,Feb,Mar,0
10/9/1979,-3.38%,Sep,May,Jul,Oct,Aug,Oct,Aug,Aug,Feb,Oct,Jul,Jan,Nov,Feb,Jun,Oct,Nov,Jul,Feb,Mar,-1
10/10/1979,3.71%,Sep,May,Jul,Oct,Aug,Oct,Aug,Aug,Feb,Oct,Jul,May,Nov,Mar,Jun,Oct,Nov,Jul,Feb,Mar,1
10/11/1979,7.05%,Sep,May,Jul,Oct,Aug,Oct,Aug,Aug,Feb,Oct,Jul,Sep,Nov,Mar,Jul,Oct,Nov,Jul,Feb,Mar,1
10/12/1979,-2.78%,Sep,Jun,Jul,Oct,Aug,Oct,Aug,Aug,Feb,Oct,Aug,Jan,Nov,Mar,Jul,Nov,Nov,Jul,Jan,Mar,-1
10/13/1979,-1.62%,Sep,Jun,Jul,Oct,Aug,Oct,Aug,Aug,Feb,Oct,Aug,May,Dec,Apr,Jul,Nov,Nov,Jul,Jan,Mar,-1
10/16/1979,2.00%,Sep,Aug,Jul,Oct,Aug,Oct,Aug,Aug,Feb,Oct,Sep,Apr,Dec,May,Jul,Dec,Nov,Jul,Jan,Mar,1
10/17/1979,-2.15%,Sep,Aug,Jul,Oct,Aug,Oct,Aug,Aug,Feb,Oct,Sep,Aug,Dec,May,Jul,Jan,Nov,Jul,Jan,Mar,-1
10/18/1979,-2.09%,Sep,Aug,Jul,Oct,Aug,Oct,Aug,Aug,Feb,Oct,Sep,Nov,Dec,May,Jul,Jan,Nov,Jul,Jan,Mar,-1
10/19/1979,-1.42%,Oct,Sep,Jul,Oct,Aug,Oct,Aug,Aug,Feb,Oct,Oct,Mar,Jan,Jun,Jul,Jan,Nov,Jul,Dec,Mar,-1
10/20/1979,3.29%,Oct,Sep,Jul,Oct,Aug,Oct,Aug,Aug,Feb,Oct,Oct,Jul,Jan,Jun,Jul,Feb,Nov,Jul,Dec,Apr,1
10/23/1979,-0.25%,Oct,Oct,Jul,Oct,Aug,Oct,Aug,Aug,Feb,Oct,Nov,Jun,Jan,Jun,Jul,Mar,Nov,Jul,Dec,Apr,0
10/24/1979,-1.79%,Oct,Nov,Jul,Nov,Aug,Oct,Aug,Aug,Feb,Oct,Nov,Oct,Jan,Apr,Jul,Mar,Dec,Jul,Dec,Apr,-1
10/25/1979,2.60%,Oct,Nov,Jul,Nov,Aug,Oct,Aug,Aug,Feb,Oct,Dec,Jan,Feb,Jul,Jul,Apr,Dec,Jul,Nov,Apr,1
10/26/1979,-0.81%,Oct,Dec,Jul,Nov,Aug,Oct,Aug,Aug,Feb,Oct,Dec,May,Feb,Jul,Jul,Apr,Dec,Jul,Nov,Apr,0
10/27/1979,-4.29%,Oct,Dec,Jul,Nov,Aug,Oct,Aug,Aug,Feb,Oct,Dec,Oct,Feb,Jul,Jul,Apr,Dec,Jul,Nov,Apr,-1
10/30/1979,-0.27%,Oct,Feb,Jul,Nov,Aug,Oct,Aug,Aug,Feb,Oct,Jan,Oct,Mar,Jul,Aug,May,Dec,Jul,Nov,Apr,0
10/31/1979,0.96%,Oct,Feb,Jul,Nov,Aug,Oct,Aug,Aug,Feb,Oct,Jan,Feb,Mar,Jul,Aug,Jun,Dec,Jul,Oct,Apr,0
11/1/1979,1.17%,Oct,Mar,Jul,Oct,Aug,Oct,Aug,Aug,Feb,Oct,Feb,Jul,Mar,Jun,Aug,Jun,Dec,Jul,Oct,Apr,1
11/2/1979,-0.92%,Oct,Mar,Jul,Oct,Aug,Nov,Aug,Aug,Feb,Oct,Feb,Nov,Mar,Jun,Aug,Jul,Dec,Jul,Oct,Apr,0
11/3/1979,-1.51%,Oct,Mar,Jul,Oct,Aug,Nov,Aug,Aug,Feb,Oct,Feb,Mar,Mar,Jun,Aug,Jul,Dec,Jul,Oct,Apr,-1
11/6/1979,2.20%,Oct,May,Aug,Oct,Aug,Nov,Aug,Aug,Feb,Oct,Mar,Apr,Apr,May,Aug,Aug,Dec,Jul,Oct,Apr,1
11/7/1979,0.87%,Oct,May,Aug,Oct,Aug,Nov,Aug,Aug,Jan,Oct,Mar,Aug,Apr,May,Aug,Aug,Dec,Jul,Sep,Apr,0
11/8/1979,2.78%,Oct,Jun,Aug,Oct,Aug,Nov,Aug,Aug,Jan,Oct,Apr,Dec,Apr,May,Aug,Sep,Dec,Jul,Sep,Apr,1
11/9/1979,-1.39%,Oct,Jun,Aug,Oct,Aug,Nov,Aug,Aug,Jan,Oct,Apr,Apr,Apr,Apr,Aug,Sep,Dec,Jul,Sep,Apr,-1
11/10/1979,0.00%,Oct,Jul,Aug,Oct,Aug,Nov,Aug,Aug,Jan,Oct,Apr,Aug,Apr,Apr,Aug,Sep,Dec,Jul,Sep,Apr,0
11/13/1979,0.96%,Oct,Aug,Aug,Oct,Aug,Nov,Aug,Aug,Jan,Oct,May,Jul,May,Mar,Aug,Nov,Dec,Jul,Aug,Apr,0
11/14/1979,-1.54%,Oct,Aug,Aug,Oct,Aug,Nov,Aug,Aug,Jan,Oct,Jun,Oct,May,Mar,Aug,Nov,Dec,Jul,Aug,Apr,-1
11/15/1979,0.72%,Oct,Sep,Aug,Oct,Aug,Nov,Aug,Aug,Jan,Oct,Jun,Feb,May,Mar,Aug,Nov,Dec,Jul,Aug,Apr,0
11/16/1979,-1.03%,Oct,Sep,Aug,Oct,Aug,Nov,Aug,Aug,Jan,Oct,Jun,Jun,May,Mar,Aug,Dec,Dec,Jul,Aug,Apr,-1
11/17/1979,1.13%,Oct,Sep,Aug,Oct,Aug,Nov,Aug,Aug,Jan,Oct,Jun,Sep,May,Feb,Aug,Dec,Dec,Jul,Aug,Apr,1
11/20/1979,-0.13%,Nov,Nov,Aug,Oct,Aug,Nov,Aug,Aug,Jan,Oct,Jul,Aug,Jun,Feb,Aug,Jan,Dec,Jun,Jul,Apr,0
11/21/1979,-0.54%,Nov,Nov,Aug,Oct,Aug,Nov,Aug,Aug,Jan,Oct,Aug,Dec,Jun,Mar,Aug,Feb,Dec,Jun,Jul,Apr,0
11/22/1979,2.17%,Nov,Dec,Aug,Oct,Aug,Nov,Aug,Aug,Jan,Oct,Aug,Apr,Jun,Mar,Aug,Feb,Dec,Jun,Jul,Apr,1
11/23/1979,-0.76%,Nov,Dec,Aug,Oct,Aug,Nov,Aug,Aug,Jan,Oct,Aug,Aug,Jun,Mar,Sep,Feb,Dec,Jun,Jul,Apr,0
11/24/1979,-0.29%,Nov,Dec,Aug,Oct,Aug,Nov,Aug,Aug,Jan,Oct,Sep,Dec,Jun,Mar,Sep,Mar,Dec,Jun,Jul,Apr,0
11/27/1979,0.83%,Nov,Feb,Aug,Oct,Aug,Dec,Aug,Aug,Jan,Oct,Oct,Jan,Jun,Mar,Sep,Apr,Dec,Jun,Jun,Apr,0
11/28/1979,-0.38%,Nov,Feb,Aug,Oct,Aug,Dec,Aug,Aug,Jan,Oct,Oct,May,Jul,Mar,Sep,Apr,Dec,Jun,Jun,Apr,0
11/29/1979,4.43%,Nov,Mar,Aug,Oct,Aug,Dec,Aug,Aug,Jan,Oct,Oct,Sep,Jul,Apr,Sep,May,Dec,Jun,Jun,Apr,1
11/30/1979,0.12%,Nov,Mar,Aug,Oct,Aug,Dec,Aug,Aug,Jan,Oct,Oct,Feb,Jul,Apr,Sep,May,Dec,Jun,Jun,Apr,0
12/1/1979,0.96%,Nov,Apr,Aug,Oct,Aug,Dec,Sep,Aug,Jan,Oct,Nov,Jun,Jul,Apr,Sep,May,Apr,Jun,Jun,Apr,0
12/4/1979,3.15%,Nov,May,Aug,Oct,Aug,Dec,Sep,Aug,Jan,Oct,Dec,Jun,Jul,May,Sep,Jun,Jan,Jun,May,Apr,1
12/5/1979,0.57%,Nov,Jun,Aug,Oct,Aug,Dec,Sep,Aug,Jan,Oct,Dec,Nov,Jul,Jun,Sep,Jul,Jan,Jun,May,Apr,0
12/6/1979,-1.11%,Nov,Jun,Aug,Oct,Aug,Dec,Sep,Aug,Jan,Oct,Dec,Mar,Jul,Jun,Sep,Jul,Jan,Jun,May,May,-1
12/7/1979,1.72%,Nov,Jun,Aug,Oct,Aug,Dec,Sep,Aug,Jan,Oct,Jan,Jun,Aug,Jun,Sep,Aug,Jan,Jun,May,May,1
12/8/1979,-0.77%,Nov,Jul,Aug,Nov,Aug,Dec,Sep,Aug,Jan,Oct,Jan,Oct,Aug,Jul,Sep,Aug,Jan,Jun,Apr,May,0
12/11/1979,0.17%,Nov,Aug,Aug,Nov,Aug,Dec,Sep,Aug,Jan,Oct,Feb,Sep,Aug,Aug,Sep,Sep,Jan,Jun,Apr,May,0
12/12/1979,3.33%,Nov,Sep,Aug,Nov,Aug,Dec,Sep,Aug,Jan,Oct,Feb,Jan,Aug,Sep,Sep,Sep,Jan,Jun,Apr,May,1
12/13/1979,0.17%,Nov,Sep,Aug,Nov,Aug,Dec,Sep,Aug,Jan,Oct,Feb,Apr,Aug,Sep,Sep,Oct,Jan,Jun,Apr,May,0
12/14/1979,2.81%,Nov,Sep,Aug,Nov,Aug,Dec,Sep,Aug,Jan,Oct,Mar,Aug,Aug,Oct,Sep,Oct,Jan,Jun,Mar,May,1
12/15/1979,-0.44%,Nov,Oct,Aug,Nov,Aug,Dec,Sep,Aug,Jan,Oct,Mar,Dec,Aug,Oct,Sep,Nov,Jan,Jun,Mar,May,0
12/18/1979,2.78%,Dec,Nov,Aug,Nov,Aug,Dec,Sep,Aug,Jan,Oct,Apr,Nov,Sep,Nov,Sep,Dec,Jan,Jun,Mar,May,1
12/19/1979,1.76%,Dec,Nov,Aug,Nov,Aug,Dec,Sep,Aug,Jan,Oct,Apr,Mar,Sep,Dec,Sep,Dec,Jan,Jun,Mar,May,1
12/20/1979,2.25%,Dec,Dec,Aug,Nov,Aug,Dec,Sep,Aug,Jan,Oct,May,Jul,Sep,Dec,Sep,Dec,Jan,Jun,Feb,May,1
12/21/1979,-3.48%,Dec,Dec,Aug,Nov,Aug,Jan,Sep,Aug,Jan,Oct,May,Nov,Sep,Jan,Sep,Jan,Jan,Jun,Feb,May,-1
12/22/1979,0.34%,Dec,Jan,Aug,Nov,Aug,Jan,Sep,Aug,Jan,Oct,May,Mar,Sep,Jan,Sep,Jan,Jan,Jun,Feb,May,0
12/25/1979,0.00%,Dec,Feb,Aug,Nov,Aug,Jan,Sep,Aug,Jan,Oct,Jun,Apr,Sep,Mar,Sep,Feb,Jan,Jun,Feb,May,0
12/26/1979,0.00%,Dec,Mar,Aug,Nov,Aug,Jan,Sep,Aug,Jan,Oct,Jun,Aug,Oct,Mar,Sep,Mar,Jan,Jun,Feb,May,0
12/27/1979,0.00%,Dec,Mar,Aug,Dec,Aug,Jan,Sep,Aug,Jan,Oct,Jul,Dec,Oct,Apr,Sep,Mar,Jan,Jun,Jan,May,0
12/28/1979,0.00%,Dec,Apr,Aug,Dec,Aug,Jan,Sep,Aug,Jan,Oct,Jul,May,Oct,Apr,Sep,Mar,Jan,Jun,Jan,May,0
12/29/1979,8.22%,Dec,Apr,Aug,Dec,Aug,Jan,Sep,Aug,Jan,Oct,Jul,Sep,Oct,May,Sep,Apr,Jan,Jun,Jan,May,1
1/1/1980,0.00%,Dec,May,Aug,Dec,Aug,Jan,Sep,Aug,Jan,Oct,Aug,Sep,Oct,Jul,Sep,May,Jan,Jun,Jan,May,0
1/2/1980,0.00%,Dec,Jun,Aug,Dec,Aug,Jan,Sep,Aug,Dec,Oct,Sep,Jan,Oct,Jul,Sep,May,Jan,Jun,Dec,May,0
1/3/1980,9.28%,Dec,Jun,Aug,Dec,Aug,Jan,Sep,Aug,Dec,Oct,Sep,May,Oct,Aug,Sep,May,Jan,Jun,Dec,May,1
1/4/1980,13.32%,Dec,Jul,Aug,Dec,Aug,Jan,Sep,Aug,Dec,Oct,Sep,Sep,Oct,Aug,Sep,Jun,Jan,Jun,Dec,May,1
1/5/1980,-7.26%,Dec,Jul,Aug,Dec,Aug,Jan,Sep,Aug,Dec,Oct,Sep,Jan,Oct,Sep,Sep,Jun,Jan,Jun,Dec,May,-1
1/8/1980,7.74%,Dec,Aug,Aug,Dec,Aug,Jan,Sep,Aug,Dec,Oct,Oct,Dec,Oct,Oct,Sep,Jul,Jan,Jun,Nov,May,1
1/9/1980,-3.71%,Dec,Sep,Aug,Dec,Aug,Jan,Sep,Aug,Dec,Oct,Nov,Mar,Oct,Nov,Sep,Aug,Jan,Jun,Nov,May,-1
1/10/1980,-0.46%,Dec,Sep,Aug,Dec,Aug,Jan,Sep,Aug,Dec,Oct,Nov,Jul,Oct,Dec,Sep,Aug,Jan,Jun,Nov,May,0
1/11/1980,-0.72%,Dec,Oct,Aug,Dec,Aug,Jan,Sep,Aug,Dec,Oct,Nov,Nov,Oct,Dec,Sep,Aug,Jan,Jun,Nov,May,0
1/12/1980,3.34%,Dec,Oct,Aug,Jan,Aug,Jan,Sep,Aug,Dec,Oct,Dec,Feb,Oct,Jan,Sep,Sep,Jan,Jun,Nov,May,1
1/15/1980,5.94%,Jan,Nov,Aug,Jan,Aug,Feb,Sep,Aug,Dec,Oct,Jan,Feb,Oct,Feb,Sep,Oct,Jan,Jun,Oct,May,1
1/16/1980,3.64%,Jan,Dec,Aug,Jan,Aug,Feb,Sep,Aug,Dec,Oct,Jan,Jun,Oct,Mar,Sep,Oct,Jan,Jun,Oct,May,1
1/17/1980,11.11%,Jan,Dec,Aug,Jan,Aug,Feb,Sep,Aug,Dec,Oct,Jan,Oct,Oct,Mar,Sep,Nov,Jan,Jun,Oct,May,1
1/18/1980,-1.32%,Jan,Jan,Aug,Jan,Aug,Feb,Sep,Aug,Dec,Oct,Jan,Feb,Oct,Apr,Sep,Nov,Jan,Jun,Oct,May,-1
1/19/1980,11.33%,Jan,Jan,Aug,Jan,Aug,Feb,Sep,Aug,Dec,Oct,Feb,Jun,Oct,Apr,Sep,Nov,Jan,Jun,Oct,May,1
1/22/1980,1.80%,Jan,Mar,Aug,Jan,Aug,Feb,Sep,Aug,Dec,Oct,Mar,Jul,Oct,Jun,Sep,Dec,Jan,May,Sep,May,1
1/23/1980,-13.24%,Jan,Mar,Aug,Jan,Aug,Feb,Sep,Aug,Dec,Oct,Mar,Nov,Oct,Jun,Sep,Jan,Jan,May,Sep,May,-1
1/24/1980,-5.76%,Jan,Mar,Aug,Jan,Aug,Feb,Sep,Aug,Dec,Oct,Mar,Mar,Oct,Jul,Sep,Jan,Jan,May,Sep,May,-1
1/25/1980,3.17%,Jan,Apr,Aug,Jan,Aug,Feb,Sep,Aug,Dec,Oct,Apr,Jul,Oct,Jul,Sep,Feb,Jan,May,Sep,May,1
1/26/1980,-6.83%,Jan,Apr,Aug,Jan,Aug,Feb,Sep,Aug,Dec,Oct,Apr,Dec,Oct,Jul,Sep,Feb,Jan,May,Sep,May,-1
1/29/1980,-6.59%,Jan,Jun,Aug,Jan,Aug,Feb,Sep,Aug,Dec,Oct,May,Dec,Oct,Sep,Sep,Mar,Jan,May,Aug,May,-1
1/30/1980,8.05%,Jan,Jun,Aug,Jan,Aug,Feb,Sep,Aug,Dec,Oct,May,Apr,Oct,Sep,Sep,Apr,Jan,May,Aug,May,1
1/31/1980,2.48%,Jan,Jul,Aug,Feb,Aug,Feb,Sep,Aug,Dec,Oct,May,Aug,Oct,Oct,Sep,Apr,Jan,May,Aug,May,1
2/1/1980,-5.50%,Jan,Jul,Aug,Feb,Aug,Feb,Sep,Aug,Dec,Oct,Jun,Dec,Oct,Oct,Sep,Apr,Jan,May,Aug,May,-1
2/2/1980,3.60%,Jan,Jul,Aug,Feb,Aug,Feb,Sep,Aug,Dec,Oct,Jun,Mar,Oct,Nov,Aug,May,Jan,May,Jul,May,1
2/5/1980,-1.00%,Jan,Sep,Aug,Feb,Aug,Feb,Sep,Aug,Dec,Oct,Jul,Feb,Oct,Dec,Aug,Jun,Jan,May,Jul,May,0
2/6/1980,1.83%,Jan,Sep,Aug,Feb,Aug,Feb,Sep,Aug,Dec,Oct,Jul,Jun,Oct,Dec,Aug,Jun,Jan,May,Jul,May,1
2/7/1980,3.96%,Jan,Oct,Aug,Feb,Aug,Feb,Sep,Aug,Dec,Oct,Aug,Oct,Oct,Dec,Aug,Jun,Jan,May,Jul,May,1
2/8/1980,-1.38%,Jan,Oct,Aug,Feb,Aug,Mar,Sep,Aug,Dec,Oct,Aug,Jan,Oct,Jan,Aug,Jul,Jan,May,Jul,May,-1
2/9/1980,-1.04%,Jan,Oct,Aug,Feb,Aug,Mar,Sep,Aug,Dec,Oct,Aug,May,Oct,Jan,Aug,Jul,Jan,May,Jun,May,-1
2/12/1980,2.67%,Jan,Dec,Aug,Feb,Aug,Mar,Aug,Aug,Dec,Oct,Sep,Apr,Sep,Feb,Aug,Aug,Dec,May,Jun,May,1
2/13/1980,-2.25%,Jan,Dec,Aug,Feb,Aug,Mar,Aug,Aug,Dec,Oct,Sep,Aug,Sep,Feb,Aug,Aug,Dec,May,Jun,May,-1
2/14/1980,0.32%,Feb,Dec,Aug,Feb,Aug,Mar,Aug,Aug,Dec,Oct,Oct,Dec,Sep,Feb,Aug,Sep,Dec,May,Jun,May,0
2/15/1980,-2.12%,Feb,Jan,Aug,Feb,Aug,Mar,Aug,Aug,Dec,Oct,Oct,Apr,Sep,Feb,Aug,Sep,Dec,May,May,May,-1
2/16/1980,-2.20%,Feb,Jan,Aug,Feb,Aug,Mar,Aug,Aug,Dec,Oct,Oct,Sep,Sep,Feb,Aug,Sep,Dec,May,May,May,-1
2/19/1980,-0.82%,Feb,Mar,Aug,Feb,Aug,Mar,Aug,Aug,Dec,Oct,Nov,Sep,Sep,Feb,Aug,Nov,Dec,May,May,May,0
2/20/1980,-1.40%,Feb,Mar,Aug,Feb,Aug,Mar,Aug,Aug,Dec,Oct,Dec,Feb,Sep,Feb,Aug,Nov,Dec,May,May,May,-1
2/21/1980,-7.09%,Feb,Apr,Aug,Feb,Aug,Mar,Aug,Aug,Dec,Oct,Dec,Jun,Aug,Feb,Aug,Nov,Dec,May,Apr,May,-1
2/22/1980,9.74%,Feb,Apr,Aug,Feb,Aug,Mar,Aug,Aug,Dec,Oct,Dec,Oct,Aug,Feb,Aug,Dec,Dec,May,Apr,May,1
2/23/1980,-5.26%,Feb,May,Aug,Feb,Aug,Mar,Aug,Aug,Dec,Oct,Dec,Feb,Aug,Feb,Aug,Dec,Dec,May,Apr,May,-1
2/26/1980,-2.14%,Feb,Jun,Aug,Feb,Aug,Mar,Aug,Aug,Dec,Oct,Jan,Mar,Aug,Jan,Aug,Jan,Dec,May,Apr,May,-1
